image,corruption,prediction,probability_good,probability_usable,probability_reject
18627_left.jpeg,uneven_illumination,0,0.7491154074668884,0.2368326485157013,0.014051983132958412
18627_left.jpeg,fov_misalignment,1,0.17485946416854858,0.7253583073616028,0.09978215396404266
18627_left.jpeg,jpeg_q25,0,0.8728662729263306,0.12660440802574158,0.0005293517606332898
32316_left.jpeg,baseline,0,0.9355239272117615,0.06400572508573532,0.00047035375609993935
32316_left.jpeg,defocus_blur,0,0.7797351479530334,0.21895983815193176,0.001305044163018465
32316_left.jpeg,low_light,0,0.8550384640693665,0.13425810635089874,0.010703393258154392
32316_left.jpeg,uneven_illumination,0,0.7244923710823059,0.2575041949748993,0.018003439530730247
32316_left.jpeg,fov_misalignment,1,0.3850393295288086,0.505597710609436,0.1093628779053688
32316_left.jpeg,jpeg_q25,0,0.9356989860534668,0.06383280456066132,0.0004681766440626234
2293_left.jpeg,baseline,0,0.9588689804077148,0.04073774814605713,0.00039316434413194656
2293_left.jpeg,defocus_blur,0,0.9039097428321838,0.09426117688417435,0.0018290352309122682
2293_left.jpeg,low_light,0,0.7413187623023987,0.22974316775798798,0.02893803082406521
2293_left.jpeg,uneven_illumination,0,0.7951398491859436,0.17818966507911682,0.02667045034468174
2293_left.jpeg,fov_misalignment,0,0.9127774238586426,0.08393258601427078,0.003289983607828617
2293_left.jpeg,jpeg_q25,0,0.9321222305297852,0.06663796305656433,0.0012398794060572982
19948_right.jpeg,baseline,0,0.9826027154922485,0.017262376844882965,0.0001349951489828527
19948_right.jpeg,defocus_blur,0,0.9464284777641296,0.05280204862356186,0.0007694477681070566
19948_right.jpeg,low_light,0,0.8925800919532776,0.09638621658086777,0.011033659800887108
19948_right.jpeg,uneven_illumination,0,0.9370104670524597,0.059288140386343,0.003701389767229557
19948_right.jpeg,fov_misalignment,0,0.9105862975120544,0.08900649100542068,0.0004071607254445553
19948_right.jpeg,jpeg_q25,0,0.9823680520057678,0.01742112822830677,0.00021076135453768075
20304_left.jpeg,baseline,0,0.9740686416625977,0.02573470212519169,0.00019673460337799042
20304_left.jpeg,defocus_blur,0,0.8423625230789185,0.15242132544517517,0.005216210149228573
20304_left.jpeg,low_light,0,0.722109854221344,0.23101091384887695,0.04687923938035965
20304_left.jpeg,uneven_illumination,0,0.7426545023918152,0.21635401248931885,0.04099147021770477
20304_left.jpeg,fov_misalignment,1,0.47090449929237366,0.49418002367019653,0.03491554036736488
20304_left.jpeg,jpeg_q25,0,0.9657403230667114,0.0335330069065094,0.0007266221800819039
20279_left.jpeg,baseline,0,0.9290914535522461,0.06669065356254578,0.004217916168272495
20279_left.jpeg,defocus_blur,0,0.9626765847206116,0.03642427176237106,0.000899190956261009
20279_left.jpeg,low_light,0,0.542984664440155,0.2602521479129791,0.19676315784454346
20279_left.jpeg,uneven_illumination,0,0.6388370990753174,0.26665404438972473,0.09450885653495789
20279_left.jpeg,fov_misalignment,0,0.9425745606422424,0.0529559850692749,0.004469534382224083
20279_left.jpeg,jpeg_q25,0,0.9405912160873413,0.05456953123211861,0.004839280620217323
18453_right.jpeg,baseline,0,0.9860304594039917,0.013922461308538914,4.6963839849922806e-05
18453_right.jpeg,defocus_blur,0,0.90434730052948,0.09476753324270248,0.0008852205355651677
18453_right.jpeg,low_light,0,0.9285510182380676,0.06831401586532593,0.0031349279452115297
18453_right.jpeg,uneven_illumination,0,0.9418909549713135,0.05503377318382263,0.0030753256287425756
18453_right.jpeg,fov_misalignment,0,0.9731066823005676,0.02645266056060791,0.000440637901192531
18453_right.jpeg,jpeg_q25,0,0.9711058139801025,0.028575679287314415,0.0003185475361533463
10807_left.jpeg,baseline,1,0.010023781098425388,0.9831620454788208,0.006814100779592991
10807_left.jpeg,defocus_blur,1,0.0071002584882080555,0.9845565557479858,0.008343146182596684
10807_left.jpeg,low_light,1,0.0038189117331057787,0.910567045211792,0.08561404794454575
10807_left.jpeg,uneven_illumination,1,0.005044844467192888,0.8647658824920654,0.13018926978111267
10807_left.jpeg,fov_misalignment,1,0.007005319930613041,0.843334972858429,0.14965969324111938
10807_left.jpeg,jpeg_q25,1,0.015732383355498314,0.9822876453399658,0.001980022992938757
12888_right.jpeg,baseline,0,0.9998095631599426,0.00018847404862754047,2.0089034933334915e-06
12888_right.jpeg,defocus_blur,0,0.9984344840049744,0.001484146574512124,8.144360617734492e-05
12888_right.jpeg,low_light,0,0.9977626800537109,0.002002275548875332,0.00023501475516241044
12888_right.jpeg,uneven_illumination,0,0.9969297051429749,0.002359754638746381,0.0007105625700205564
12888_right.jpeg,fov_misalignment,0,0.9921250939369202,0.007158278953284025,0.0007166533032432199
12888_right.jpeg,jpeg_q25,0,0.9998437166213989,0.0001526729902252555,3.5935320283897454e-06
18492_right.jpeg,baseline,0,0.9491214752197266,0.05080428719520569,7.418925815727562e-05
18492_right.jpeg,defocus_blur,0,0.8388585448265076,0.1608533263206482,0.00028812146047130227
18492_right.jpeg,low_light,0,0.8233696818351746,0.1708044707775116,0.005825864151120186
18492_right.jpeg,uneven_illumination,0,0.7638418078422546,0.21953947842121124,0.016618717461824417
18492_right.jpeg,fov_misalignment,0,0.9112512469291687,0.08790772408246994,0.0008409650763496757
18492_right.jpeg,jpeg_q25,0,0.9452483057975769,0.0546334944665432,0.00011823177919723094
31008_left.jpeg,baseline,0,0.956489622592926,0.04336213693022728,0.00014827671111561358
31008_left.jpeg,defocus_blur,0,0.8802528381347656,0.11906208097934723,0.0006850739009678364
31008_left.jpeg,low_light,0,0.5974196195602417,0.36634135246276855,0.036238979548215866
31008_left.jpeg,uneven_illumination,1,0.4499065577983856,0.49212920665740967,0.05796419456601143
31008_left.jpeg,fov_misalignment,0,0.9211178421974182,0.07670306414365768,0.0021791423205286264
31008_left.jpeg,jpeg_q25,0,0.9186018705368042,0.08067983388900757,0.0007182954577729106
981_left.jpeg,baseline,0,0.970508873462677,0.029476620256900787,1.4504977116303053e-05
981_left.jpeg,defocus_blur,0,0.9497723579406738,0.05017251893877983,5.517931640497409e-05
981_left.jpeg,low_light,0,0.935540497303009,0.06403417885303497,0.0004253660445101559
981_left.jpeg,uneven_illumination,0,0.8926562666893005,0.10659504681825638,0.0007485767710022628
981_left.jpeg,fov_misalignment,0,0.8993660807609558,0.09914495050907135,0.0014889347366988659
981_left.jpeg,jpeg_q25,0,0.9758332371711731,0.02415182627737522,1.4889691556163598e-05
26112_left.jpeg,baseline,0,0.9680163264274597,0.03195345029234886,3.0208186217350885e-05
26112_left.jpeg,defocus_blur,0,0.904933750629425,0.0949513241648674,0.0001149896634160541
26112_left.jpeg,low_light,0,0.906771183013916,0.09257181733846664,0.0006569755496457219
26112_left.jpeg,uneven_illumination,0,0.9295204877853394,0.06973280757665634,0.0007467627874575555
26112_left.jpeg,fov_misalignment,0,0.8921145796775818,0.1073223426938057,0.000563165987841785
26112_left.jpeg,jpeg_q25,0,0.9647831320762634,0.035180192440748215,3.6737263144459575e-05
31943_left.jpeg,baseline,0,0.9892473816871643,0.01068708673119545,6.560160545632243e-05
31943_left.jpeg,defocus_blur,0,0.9901283383369446,0.009778172709047794,9.347528248326853e-05
31943_left.jpeg,low_light,0,0.940621554851532,0.0582285113632679,0.0011498475214466453
31943_left.jpeg,uneven_illumination,0,0.9274024367332458,0.06970345973968506,0.0028940942138433456
31943_left.jpeg,fov_misalignment,0,0.8961907625198364,0.10297547280788422,0.0008336920873261988
31943_left.jpeg,jpeg_q25,0,0.9898791313171387,0.010069845244288445,5.095285450806841e-05
26122_left.jpeg,baseline,0,0.9761476516723633,0.023375531658530235,0.00047677074326202273
26122_left.jpeg,defocus_blur,0,0.9001038670539856,0.09383124858140945,0.006064840592443943
26122_left.jpeg,low_light,0,0.5712253451347351,0.282354474067688,0.14642015099525452
26122_left.jpeg,uneven_illumination,0,0.5439289808273315,0.3170875310897827,0.13898347318172455
26122_left.jpeg,fov_misalignment,0,0.9800155758857727,0.018637986853718758,0.0013464146759361029
26122_left.jpeg,jpeg_q25,0,0.9766087532043457,0.022846071049571037,0.0005452300538308918
3091_left.jpeg,baseline,0,0.9618183970451355,0.037991225719451904,0.00019028535461984575
3091_left.jpeg,defocus_blur,0,0.5427169799804688,0.4289672374725342,0.028315749019384384
3091_left.jpeg,low_light,0,0.7076480388641357,0.2743774950504303,0.0179744865745306
3091_left.jpeg,uneven_illumination,0,0.7444366216659546,0.2436978667974472,0.011865583248436451
3091_left.jpeg,fov_misalignment,0,0.9327602982521057,0.06456446647644043,0.0026751921977847815
3091_left.jpeg,jpeg_q25,0,0.9484992623329163,0.05098489671945572,0.0005158688290975988
17085_left.jpeg,baseline,0,0.9955918192863464,0.004375800024718046,3.234537871321663e-05
17085_left.jpeg,defocus_blur,0,0.9892833232879639,0.010632441379129887,8.417776552960277e-05
17085_left.jpeg,low_light,0,0.9045305252075195,0.08916328102350235,0.006306229624897242
17085_left.jpeg,uneven_illumination,0,0.8826698064804077,0.11272117495536804,0.0046089221723377705
17085_left.jpeg,fov_misalignment,0,0.9921069145202637,0.007630243897438049,0.000262909074081108
17085_left.jpeg,jpeg_q25,0,0.9956833124160767,0.004278377629816532,3.832372749457136e-05
10133_left.jpeg,baseline,0,0.8549528121948242,0.1449517011642456,9.554838470648974e-05
10133_left.jpeg,defocus_blur,1,0.43052148818969727,0.5687198638916016,0.0007587255677208304
10133_left.jpeg,low_light,0,0.5870749950408936,0.40867045521736145,0.004254582338035107
10133_left.jpeg,uneven_illumination,0,0.503412127494812,0.4899226725101471,0.006665235385298729
10133_left.jpeg,fov_misalignment,0,0.527047872543335,0.46865466237068176,0.0042974259704351425
10133_left.jpeg,jpeg_q25,0,0.721695601940155,0.27800625562667847,0.0002980758436024189
23621_left.jpeg,baseline,0,0.984772264957428,0.015170400962233543,5.738851905334741e-05
23621_left.jpeg,defocus_blur,0,0.9810507893562317,0.017809469252824783,0.0011398553615435958
23621_left.jpeg,low_light,0,0.9720251560211182,0.025571689009666443,0.00240322039462626
23621_left.jpeg,uneven_illumination,0,0.9745768904685974,0.016028424724936485,0.009394664317369461
23621_left.jpeg,fov_misalignment,0,0.9902156591415405,0.009172230958938599,0.0006121046026237309
23621_left.jpeg,jpeg_q25,0,0.9784709811210632,0.021200934424996376,0.00032810898846946657
28166_left.jpeg,baseline,0,0.838152289390564,0.11940091848373413,0.042446818202733994
28166_left.jpeg,defocus_blur,0,0.7527037262916565,0.1505081057548523,0.0967882052063942
28166_left.jpeg,low_light,0,0.44042396545410156,0.2418210655450821,0.3177550137042999
28166_left.jpeg,uneven_illumination,0,0.34434545040130615,0.29389387369155884,0.361760675907135
28166_left.jpeg,fov_misalignment,0,0.8112056851387024,0.1378249228000641,0.05096939578652382
28166_left.jpeg,jpeg_q25,0,0.781017541885376,0.12046391516923904,0.09851856529712677
24575_left.jpeg,baseline,0,0.9416231513023376,0.05815424397587776,0.00022261377307586372
24575_left.jpeg,defocus_blur,0,0.9352601170539856,0.06429039686918259,0.00044958243961445987
24575_left.jpeg,low_light,0,0.8396708965301514,0.1585848331451416,0.0017442633397877216
24575_left.jpeg,uneven_illumination,0,0.8219161033630371,0.17423374950885773,0.0038501129020005465
24575_left.jpeg,fov_misalignment,0,0.8309446573257446,0.1671113222837448,0.001944074872881174
24575_left.jpeg,jpeg_q25,0,0.9706238508224487,0.029299357905983925,7.680008275201544e-05
26077_right.jpeg,baseline,0,0.9847891330718994,0.014997519552707672,0.00021333749464247376
26077_right.jpeg,defocus_blur,0,0.9382498860359192,0.059609416872262955,0.0021406500600278378
26077_right.jpeg,low_light,0,0.8616069555282593,0.11820981651544571,0.020183201879262924
26077_right.jpeg,uneven_illumination,0,0.9396395683288574,0.05225872993469238,0.00810167845338583
26077_right.jpeg,fov_misalignment,0,0.9857973456382751,0.013791351579129696,0.00041131058242172003
26077_right.jpeg,jpeg_q25,0,0.9820116758346558,0.017760520800948143,0.0002278638130519539
11279_right.jpeg,baseline,0,0.9934191107749939,0.006469250191003084,0.00011153907689731568
11279_right.jpeg,defocus_blur,0,0.9229786992073059,0.06912587583065033,0.00789551716297865
11279_right.jpeg,low_light,0,0.9789385795593262,0.018065348267555237,0.002996014663949609
11279_right.jpeg,uneven_illumination,0,0.9776349067687988,0.020369816571474075,0.001995374681428075
11279_right.jpeg,fov_misalignment,0,0.9764562845230103,0.02280178852379322,0.0007419176981784403
11279_right.jpeg,jpeg_q25,0,0.9933896064758301,0.006491314619779587,0.00011912605259567499
18638_left.jpeg,baseline,0,0.9483064413070679,0.050899676978588104,0.0007937936461530626
18638_left.jpeg,defocus_blur,0,0.8958098292350769,0.10203932225704193,0.002150784246623516
18638_left.jpeg,low_light,0,0.8418322205543518,0.14383819699287415,0.014329541474580765
18638_left.jpeg,uneven_illumination,0,0.7832380533218384,0.18747185170650482,0.0292900912463665
18638_left.jpeg,fov_misalignment,0,0.988608717918396,0.011342613026499748,4.8688758397474885e-05
18638_left.jpeg,jpeg_q25,0,0.9513903856277466,0.047809064388275146,0.0008006453863345087
29561_right.jpeg,baseline,0,0.8436031937599182,0.15607064962387085,0.00032617777469567955
29561_right.jpeg,defocus_blur,0,0.770815372467041,0.22849814593791962,0.0006865067407488823
29561_right.jpeg,low_light,0,0.515165388584137,0.46828654408454895,0.016548076644539833
29561_right.jpeg,uneven_illumination,0,0.792241632938385,0.20520098507404327,0.002557332394644618
29561_right.jpeg,fov_misalignment,0,0.7790868282318115,0.21786822378635406,0.0030449307523667812
29561_right.jpeg,jpeg_q25,0,0.827235996723175,0.17218640446662903,0.0005775811150670052
19395_left.jpeg,baseline,0,0.8528255820274353,0.1453583836555481,0.0018160594627261162
19395_left.jpeg,defocus_blur,0,0.675973117351532,0.3135768175125122,0.010450084693729877
19395_left.jpeg,low_light,0,0.7510746121406555,0.2192392796278,0.029686059802770615
19395_left.jpeg,uneven_illumination,0,0.6918361783027649,0.23405659198760986,0.07410722970962524
19395_left.jpeg,fov_misalignment,0,0.6939868927001953,0.29936254024505615,0.0066506690345704556
19395_left.jpeg,jpeg_q25,0,0.8796771168708801,0.11812916398048401,0.0021936679258942604
3073_left.jpeg,baseline,0,0.9783383011817932,0.021409330889582634,0.00025242031551897526
3073_left.jpeg,defocus_blur,0,0.6485093832015991,0.33737197518348694,0.01411864347755909
3073_left.jpeg,low_light,0,0.8224136829376221,0.16069810092449188,0.016888244077563286
3073_left.jpeg,uneven_illumination,0,0.8248631358146667,0.16388073563575745,0.011256229132413864
3073_left.jpeg,fov_misalignment,0,0.9711142182350159,0.02718999795615673,0.0016957451589405537
3073_left.jpeg,jpeg_q25,0,0.9744582176208496,0.02521599270403385,0.00032588146859779954
18424_right.jpeg,baseline,0,0.7909995317459106,0.20738375186920166,0.0016166925197467208
18424_right.jpeg,defocus_blur,0,0.6508510112762451,0.3448994755744934,0.00424945168197155
18424_right.jpeg,low_light,1,0.4154606759548187,0.5432339906692505,0.0413052998483181
18424_right.jpeg,uneven_illumination,0,0.6320628523826599,0.3540797829627991,0.013857354409992695
18424_right.jpeg,fov_misalignment,0,0.5591869950294495,0.42386841773986816,0.01694459095597267
18424_right.jpeg,jpeg_q25,0,0.8028133511543274,0.19605185091495514,0.00113488151691854
6904_right.jpeg,baseline,0,0.7418967485427856,0.25686049461364746,0.001242730999365449
6904_right.jpeg,defocus_blur,1,0.11181562393903732,0.7920318841934204,0.09615252912044525
6904_right.jpeg,low_light,1,0.4780975878238678,0.48950082063674927,0.03240161016583443
6904_right.jpeg,uneven_illumination,0,0.6488380432128906,0.339515745639801,0.011646189726889133
6904_right.jpeg,fov_misalignment,0,0.7084052562713623,0.28480786085128784,0.006786857265979052
6904_right.jpeg,jpeg_q25,0,0.6013144254684448,0.3948214054107666,0.0038641560822725296
32395_left.jpeg,baseline,0,0.922176718711853,0.07048328220844269,0.007340014912188053
32395_left.jpeg,defocus_blur,0,0.7380016446113586,0.24585819244384766,0.016140203922986984
32395_left.jpeg,low_light,2,0.1769166886806488,0.2797895669937134,0.5432937145233154
32395_left.jpeg,uneven_illumination,2,0.30361223220825195,0.11618499457836151,0.5802028179168701
32395_left.jpeg,fov_misalignment,1,0.24359796941280365,0.6674041152000427,0.08899791538715363
32395_left.jpeg,jpeg_q25,0,0.9340184330940247,0.05864022299647331,0.007341289427131414
19797_right.jpeg,baseline,0,0.987393856048584,0.012533308938145638,7.283702871063724e-05
19797_right.jpeg,defocus_blur,0,0.9157959818840027,0.08405210077762604,0.00015187448298092932
